,country,description,total_model_predict
139,US,"Tempting buttery flavors and a lively texture combine well in this medium-bodied wine. It smells a bit like butterscotch, and this note continues in the flavors, where fresh lemon and Bosc pear notes also emerge. It's complex for an unoaked style.",US
140,US,"With a vivid golden color, bold and buttery aromas, and rich, almost nutty flavors, this is a full-bore rendering. It is full bodied and brings out the most flavorful aspects of the grape. The texture is rich and almost thick, and the buttery nuances linger on the finish.",US
141,US,"Pushes all the right Chardonnay buttons, with creamy tropical mango, papaya, pineapple and lime flavors. It also folds in buttered toast, vanilla and honey notes from oak.",US
142,US,"Wet slate minerality leads the brisk, tightly wound nose. On the palate, the wine is a bit perfumed, at least for how tight the nose is, with elements of crisp apple, pear and a touch of nectarine.",US
143,US,"This was the first release from this new, Chardonnay-only project. With its mix of Columbia Gorge, Ancient Lakes and Columbia Valley fruit, it immediately set a high standard. Scents of orange blossom, mineral oil and toasted pecan mingle gracefully, and in the mouth there is a steely edge that provides structural support. Drink now through 2018.",US
144,US,"Firm and polished, this barrel-fermented wine is just rounded off enough, without damping the bright, almost crunchy fruit. There's a light touch of toast and the structure for further bottle age to improve it. Drink 2017–2025.",US
145,US,"This is fruity and ripe, forward and round, with appealing tropical fruit flavors. There's moderate, but adequate, acidity, and the flavors are rounded off with a toasty note from aging 10 months in 30% new French oak. Drink this now through 2018.",US
146,US,"Lush in winemaker Brian Loring's preferred style, this wine shows roasted cashews, seared lemons and baked apples on the nose. There's a walnut-oil quality to the palate, which is chewy and fat but not overreaching, with touches of tonic, cinnamon and caramel.",US
147,US,"Freshness and a light herbaceous note carry this medium-bodied wine from the aroma through the flavors and to the finish. While it's is a touch sweet, bright citrus and lively green notes keep the wine balanced and appetizing.",US
148,US,"Caressed in forested earthiness, this wine is both crisp in acidity and creamy in baked apple and crème brûlée, a layering of lemon meringue on top. It is integrated and balanced up until the finish, where a firm grip of oak takes hold.",US
149,US,"This well-known California brand is gently dipping its toe into Oregon. This is a sturdy, well-crafted effort with an interesting mix of kiwi, lime and pear fruit, wrapped in biscuity barrel flavors. Seamlessly smooth, it offers enough acidity to keep everything balanced.",US
150,US,"Searingly crisp and yet generous and intense, this Chardonnay from one of grower Ulises Valdez's prime properties is muscular and expansive, rich in apple and honey and a seasoning of mouth-tingling spice. It exemplifies California exuberance. Let it breathe for a while, or age 2020–2025.",US
151,US,"High-toned acidity rules the day here, the wine a tempting mélange of fresh grapefruit, lemon and apple, the texture smooth and succulent. The flavors are long lasting and complex.",France
152,US,"From vines grown in decomposed quartz and limestone at 2,300 feet on the eastern side of the Salinas Valley, this presents nose-tickling aromas of squeezed lemon, flint and roasted apple. It's juicy and well-oaked on the palate, with vanilla, lemon and pear qualities set against a tropical fruit canvas that centers on guava.",US
153,US,"Made in a drier, tarter style than the winery's Russian River bottling, this Chard favors elegance over opulence. It's streamlined and crisp, with subtle notes of green apples, kumquats and honey, gently touched by smoky oak.",US
154,US,"Note the remarkably low alcohol! Not surprisingly, this is a searingly tart wine, the acidity further emphasized by stainless steel fermentation and aging. Nonetheless, flavors are rich and deep, a lemon and grapefruit explosion that seems to demand raw oysters. Definitely a wine for acid lovers.",France
155,US,"This is an oaky Chardonnay, but the oak has been nicely integrated. The buttered toast notes complement the tropical fruit, peach and lemon-lime contributions of the grapes. Excellent acidity completes the balance.",US
156,US,"Fennel, oak, apple and pear notes blend together in this full-bodied wine with robust structure and richness. Crème brûlée flavors join ginger and nutmeg elements, as the acidity refreshes and rewards.",US
157,US,"This supple, seductive and sublime white is tart with acidity and bolstered by supportive oak. Pear, quince and an underlying hint of apple blossom combine in a lovely and focused expression on the palate that feels at once classic and balanced.",US
158,US,"Toasted pastry-crust and macadamia nut notes frame core aromas of white orchard fruits. The palate tastes concentrated and feels round, and snappy acids invigorate the finish.",US
159,US,"With a motto of “affordable luxury,” Layer Cake sources Chardonnay fruit from the fringes of pricey appellations. In this case it draws from Monterey County vineyards near the Santa Lucia Highlands and Santa Barbara County vineyard between the Santa Maria Valley and the Sta. Rita Hills. The results are solid for the price, with expressive aromas of honeydew and vanilla soda, and a palate of juicy melon and toasted oak. It is slightly boozy, so very much in the cocktail style, and is not for those afraid of oak.",US
160,US,"The melon, pear, tropical fruit and almond butter aromas are bright and effusive, while the flavors are considerably more delicate and subdued, showing a lovely sense of nuance and tension. It doesn't quite all come together but provides plenty of intrigue.",US
161,US,"Muted on the nose, this offers shy notes of anise and fennel that arises out of the glass over time, buoyed by a generous proportion of golden apple and honey. It veers briny around the full-bodied finish.",US
162,US,"Apple blossom, lemon butter and white peach aromas show on the nose of this very clean and crisp bottling. There is solid acidity and grippy texture to the palate, where sea salt, caramel apple and more white peach flavors arise. Great sizzle on the finish.",US
163,US,Pressed apple and pear notes are brightened by a kiss of yellow cherries and lemon in this delicate wine. The palate has a pleasant roundness despite its light-bodied frame. The finish is brisk.,US
164,US,"The very lively nose blends milky marzipan, ruby-red grapefruit juice, ripe nectarine and rain on concrete. Given those dynamics, the palate isn't as compelling, presenting apple, pear, orange peel, lemon juice and a vanilla-custard finish.",US
165,US,"The bright yellow gold color, familiar aromas of buttered toast, and ripe apple and pear flavors add up to a well-made and well-rounded wine. It's a lighter version of a classic, being medium-bodied and soft on the palate.",US
166,US,"Layers of smoke, dark toast and nuts lend a distinctly savory feel. This wine is refreshingly brisk on the palate, marked by delicate touches of pressed apple and pear that linger through the finish.",US
